City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
363,Coquimbo,CL,-29.95,-71.34,59.0,82,75,12.75,broken clouds
364,Port-Gentil,GA,-0.72,8.78,77.0,94,75,3.36,moderate rain
365,Nelson Bay,AU,-32.72,152.15,75.0,49,0,9.17,clear sky
366,Kalmunai,LK,7.42,81.82,76.77,89,63,5.39,broken clouds
367,Simbahan,PH,6.3,120.58,83.07,73,90,3.85,overcast clouds
368,Ponta Do Sol,PT,32.67,-17.1,60.8,77,40,11.41,light intensity shower rain
369,Burgersdorp,ZA,-31.0,26.33,58.93,84,100,6.67,overcast clouds
370,Kidal,ML,18.44,1.41,73.06,28,0,9.51,clear sky
371,San Buenaventura,MX,27.08,-101.53,66.2,26,5,6.93,clear sky
372,Ixtapa,MX,20.7,-105.2,75.2,78,90,3.36,light rain
373,Bernex,CH,46.18,6.08,36.0,93,40,4.7,scattered clouds
374,Angoche,MZ,-16.23,39.91,78.28,79,83,1.16,broken clouds
375,Kontagora,NG,10.4,5.47,74.26,28,86,2.57,overcast clouds
376,Sydney,AU,-33.87,151.21,77.0,25,0,11.41,clear sky
377,Matata,NZ,-37.88,176.75,77.0,69,74,1.99,broken clouds
378,Atar,MR,20.52,-13.05,63.12,43,85,8.79,overcast clouds
379,Shelburne,CA,44.08,-80.2,27.0,84,98,6.64,overcast clouds
380,Severo-Kurilsk,RU,50.68,156.12,27.45,89,100,11.25,overcast clouds
381,Rawson,AR,-43.3,-65.1,84.92,21,100,14.16,overcast clouds
382,Sorland,NO,67.67,12.69,32.0,87,75,4.7,light snow
383,Saint-Augustin,CA,51.23,-58.65,35.56,91,100,25.32,moderate rain
384,Omboue,GA,-1.57,9.26,76.26,92,100,6.6,light rain
385,Plettenberg Bay,ZA,-34.05,23.37,66.79,88,92,17.45,overcast clouds
386,Kampene,CD,-3.6,26.67,67.51,97,34,1.36,light rain
387,Padang,ID,-0.95,100.35,78.04,74,98,3.49,light rain
388,Onalaska,US,43.88,-91.24,37.4,59,1,3.36,clear sky
389,Strzegom,PL,50.96,16.35,46.0,68,89,8.14,overcast clouds
390,Batouri,CM,4.43,14.37,71.83,44,42,1.28,scattered clouds
391,Mabaruma,GY,8.2,-59.78,74.79,97,53,4.09,broken clouds
392,Provideniya,RU,64.38,-173.3,19.4,62,0,4.47,clear sky
393,Faanui,PF,-16.48,-151.75,81.25,68,94,5.95,overcast clouds
394,Bengkulu,ID,-3.8,102.27,75.02,88,99,5.59,light rain
395,Byron Bay,AU,-28.65,153.62,77.0,88,99,6.93,overcast clouds
396,Voorschoten,NL,52.12,4.43,39.0,93,100,4.72,overcast clouds
397,Berlevag,NO,70.86,29.09,28.4,79,20,12.75,few clouds
398,Bedford,GB,52.13,-0.47,32.0,97,59,2.64,broken clouds
399,Kilindoni,TZ,-7.91,39.67,80.73,74,0,8.03,clear sky
400,Fort Nelson,CA,58.81,-122.7,24.8,85,75,4.7,broken clouds
401,Kyren,RU,51.68,102.14,4.55,78,25,1.39,scattered clouds
402,Ambon,ID,-3.7,128.18,77.0,88,20,9.17,few clouds
403,Morondava,MG,-20.28,44.28,79.11,79,32,6.71,scattered clouds
404,Khanpur,PK,28.65,70.66,62.51,37,0,9.22,clear sky
405,Leshukonskoye,RU,64.9,45.76,33.35,96,100,6.33,light rain
406,College,US,64.86,-147.8,3.0,70,75,6.93,broken clouds
407,Aktas,KZ,49.78,72.96,-7.6,76,0,8.95,clear sky
408,Cidreira,BR,-30.18,-50.21,65.68,90,100,16.75,overcast clouds
409,Vaitape,PF,-16.52,-151.75,82.08,66,97,5.95,overcast clouds
410,Coldingham,GB,55.89,-2.16,35.01,95,99,1.01,overcast clouds
411,Alice Springs,AU,-23.7,133.88,75.99,41,40,6.93,scattered clouds
412,Kasempa,ZM,-13.46,25.83,65.61,93,100,0.76,light rain
413,Lagos De Moreno,MX,21.35,-101.92,64.4,35,90,9.17,overcast clouds
414,Sassandra,CI,4.95,-6.08,77.5,87,0,4.9,clear sky
415,Rincon,US,32.3,-81.24,62.6,51,75,5.82,broken clouds
416,Brae,GB,60.4,-1.35,44.6,81,45,9.17,scattered clouds
417,Sisimiut,GL,66.94,-53.67,25.09,95,99,14.16,overcast clouds
418,Srednekolymsk,RU,67.45,153.68,-24.25,86,81,0.83,broken clouds
419,Flin Flon,CA,54.77,-101.86,24.8,100,5,4.7,clear sky
420,Qandala,SO,11.47,49.87,76.89,63,10,2.26,clear sky
421,Plyussa,RU,58.43,29.37,29.46,84,0,10.4,clear sky
422,Namatanai,PG,-3.67,152.43,84.11,73,61,7.63,light rain
423,Paamiut,GL,61.99,-49.67,31.69,95,100,10.54,overcast clouds
424,Teeli,RU,51.03,90.23,-12.32,81,6,0.96,clear sky
425,Santa Maria,BR,-29.68,-53.81,62.6,100,90,13.87,overcast clouds
426,Belmonte,BR,-15.86,-38.88,78.8,74,40,6.93,scattered clouds
427,Graaff-Reinet,ZA,-32.25,24.53,66.0,90,53,1.01,broken clouds
428,Healdsburg,US,38.61,-122.87,66.0,39,40,6.93,scattered clouds
429,Crotone,IT,39.09,17.12,48.0,80,70,7.0,broken clouds
430,Sharjah,AE,25.36,55.4,75.2,78,0,5.82,clear sky
431,Pimenteiras,BR,-6.25,-41.42,83.98,40,76,2.39,broken clouds
432,Vao,NC,-22.67,167.48,76.93,83,33,19.91,scattered clouds
433,Kashi,CN,39.45,75.98,26.6,73,40,6.71,scattered clouds
434,Ailigandi,PA,9.23,-78.02,80.55,83,60,7.7,broken clouds
435,Goba,ET,7.02,39.98,48.85,83,33,3.58,scattered clouds
436,Alexandria,EG,31.22,29.96,59.0,62,0,5.82,clear sky
437,Ramhormoz,IR,31.28,49.6,57.72,75,39,3.09,scattered clouds
438,Otane,NZ,-39.88,176.63,71.62,55,78,9.42,broken clouds
439,Gizo,SB,-8.1,156.84,85.28,69,48,5.91,scattered clouds
440,Balkhash,KZ,46.84,74.98,12.52,92,67,10.16,broken clouds
441,Lodwar,KE,3.12,35.6,83.84,49,0,15.17,clear sky
442,Chifeng,CN,42.27,118.96,0.63,84,0,8.05,clear sky
443,Manggar,ID,-2.88,108.27,80.51,83,100,12.3,moderate rain
444,Sao Gabriel Da Cachoeira,BR,-0.13,-67.09,75.33,94,42,2.53,scattered clouds
445,Bowling Green,US,36.99,-86.44,50.0,61,90,6.93,overcast clouds
446,Marawi,PH,8.0,124.29,75.0,95,98,5.01,overcast clouds
447,Anqiu,CN,36.43,119.19,35.51,81,100,9.04,overcast clouds
448,Palmer,US,42.16,-72.33,32.0,91,20,8.05,few clouds
449,Lalibela,ET,12.03,39.03,57.02,67,1,5.17,clear sky
450,Nantucket,US,41.28,-70.1,37.4,59,40,13.87,scattered clouds
451,Chivay,PE,-15.64,-71.6,52.84,51,100,9.31,light rain
452,Port Lavaca,US,28.61,-96.63,66.2,42,1,10.29,clear sky
453,Kincardine,GB,56.07,-3.72,35.01,100,75,3.36,broken clouds
454,General Cepeda,MX,25.38,-101.45,59.0,47,5,7.96,clear sky
455,Udachnyy,RU,66.42,112.4,-5.8,70,90,15.66,light snow
456,San Jose,US,37.34,-121.89,63.0,62,75,4.7,broken clouds
457,Kuytun,RU,54.34,101.5,8.83,90,95,6.71,overcast clouds
458,Isangel,VU,-19.55,169.27,84.2,74,75,5.82,broken clouds
459,Lazaro Cardenas,MX,17.96,-102.2,82.09,64,20,4.83,few clouds
460,Soyo,AO,-6.13,12.37,77.86,85,100,7.67,light rain
461,Hasaki,JP,35.73,140.83,41.0,100,40,4.7,mist
462,Raudeberg,NO,61.99,5.14,37.4,66,94,6.93,overcast clouds
463,Riverton,US,40.52,-111.94,45.0,56,1,3.33,clear sky
464,Smoky Lake,CA,54.12,-112.47,42.8,35,4,3.36,clear sky
465,Hervey Bay,AU,-25.3,152.85,84.99,72,48,8.01,scattered clouds
466,Beni Suef,EG,29.07,31.1,60.04,36,0,10.92,clear sky
467,Matara,LK,5.95,80.54,75.02,89,69,4.25,broken clouds
468,Akyab,MM,20.15,92.9,65.16,73,0,6.44,clear sky
469,Mananara,MG,-16.17,49.77,74.05,87,47,1.74,scattered clouds
470,Eregli,TR,37.51,34.05,36.12,73,0,1.28,clear sky
471,Kavos,GR,38.83,22.83,57.0,89,66,1.01,broken clouds
472,South Valley,US,35.01,-106.68,55.99,17,1,8.05,clear sky
473,Eureka,US,40.8,-124.16,61.0,80,15,5.01,few clouds
474,Saquarema,BR,-22.92,-42.51,75.2,100,75,9.17,broken clouds
475,Warrington,GB,53.39,-2.58,41.0,93,20,1.12,few clouds
476,Harrisonville,US,38.65,-94.35,46.4,76,1,3.36,clear sky
477,Margate,GB,51.38,1.39,43.0,75,39,1.01,scattered clouds
478,Kutulik,RU,53.35,102.78,6.82,86,96,5.77,overcast clouds
479,Wilmington,US,34.23,-77.94,53.6,54,1,2.15,clear sky
480,Alugan,PH,12.22,125.48,81.84,87,100,7.29,heavy intensity rain
481,Saint-Francois,FR,46.42,3.91,37.99,100,90,2.24,mist
482,Clyde River,CA,70.47,-68.59,3.2,91,90,2.24,overcast clouds
483,Qasigiannguit,GL,68.82,-51.19,21.2,57,100,18.34,overcast clouds
484,Nzerekore,GN,7.76,-8.82,71.22,86,3,2.35,clear sky
485,Meulaboh,ID,4.14,96.13,76.19,85,100,3.44,overcast clouds
486,Sao Joao Da Barra,BR,-21.64,-41.05,75.27,88,100,11.63,overcast clouds
487,Svetlogorsk,BY,52.63,29.73,22.82,93,0,12.53,clear sky
488,Barras,BR,-4.24,-42.29,81.79,68,95,8.34,moderate rain
489,Cabedelo,BR,-6.98,-34.83,78.8,83,20,9.17,few clouds
490,Puruaran,MX,19.1,-101.53,68.0,68,75,9.17,broken clouds
491,Garowe,SO,8.41,48.48,71.22,74,0,9.01,clear sky
492,Andenes,NO,69.31,16.12,33.01,74,90,4.7,overcast clouds
493,Kharan,PK,28.58,65.42,55.04,54,54,0.85,broken clouds
494,Teahupoo,PF,-17.83,-149.27,78.8,78,90,5.82,overcast clouds
495,Touros,BR,-5.2,-35.46,78.8,83,40,6.93,scattered clouds
496,Olafsvik,IS,64.89,-23.71,33.67,88,100,12.21,overcast clouds
497,Panaba,MX,21.28,-88.27,76.1,89,100,4.9,moderate rain
498,Vila Velha,BR,-20.33,-40.29,78.8,78,40,14.99,scattered clouds
499,Khvastovichi,RU,53.47,35.09,17.53,94,0,6.91,clear sky
500,Olga,RU,43.74,135.29,22.71,90,34,6.51,scattered clouds
501,Hailar,CN,49.2,119.7,3.25,89,0,14.45,clear sky
502,Pandan,PH,14.05,124.17,80.69,85,100,7.74,light rain
503,Sakata,JP,38.92,139.85,53.6,66,75,23.04,broken clouds
504,Kawalu,ID,-7.38,108.21,73.06,89,97,3.02,moderate rain
505,Kjopsvik,NO,68.1,16.37,34.0,92,90,11.41,light snow
506,Taltal,CL,-25.4,-70.48,64.87,64,22,5.97,few clouds
507,Collie,AU,-33.37,116.15,55.99,81,2,9.75,clear sky
508,Yarensk,RU,62.17,49.09,31.86,97,99,9.86,overcast clouds
509,Kargasok,RU,59.06,80.86,13.15,94,100,14.58,overcast clouds
510,Qidong,CN,31.81,121.66,53.01,86,100,7.96,overcast clouds
511,Tawang,IN,27.58,91.87,33.17,86,58,4.07,broken clouds
512,Kerewan,GM,13.49,-16.09,77.0,78,0,5.82,clear sky
513,Siena,IT,43.22,11.4,45.0,93,71,3.38,light rain
514,Onitsha,NG,6.15,6.79,77.11,80,11,7.58,few clouds
515,Visby,SE,57.64,18.3,42.01,93,99,19.46,overcast clouds
516,Marsaxlokk,MT,35.84,14.54,57.99,71,75,9.17,broken clouds
517,Nabire,ID,-3.37,135.48,79.18,80,95,2.01,overcast clouds
518,Rio Grande,BR,-32.03,-52.1,66.0,72,80,4.0,broken clouds
519,Charters Towers,AU,-20.1,146.27,84.7,47,18,11.79,few clouds
520,Eyrarbakki,IS,63.86,-21.15,32.0,91,90,14.99,heavy snow
521,Nakamura,JP,32.98,132.93,48.45,69,0,3.8,clear sky
522,Grindavik,IS,63.84,-22.43,33.8,89,90,14.99,light snow
523,Chicama,PE,-7.84,-79.15,66.2,82,40,13.87,mist
524,Honiara,SB,-9.43,159.95,87.8,70,20,6.93,light rain
525,Cockburn Town,TC,21.46,-71.14,79.32,70,46,8.55,scattered clouds
526,Bela,IN,25.93,81.98,65.3,49,0,4.34,clear sky
527,Bollnas,SE,61.35,16.39,40.05,94,100,3.36,overcast clouds
528,Vista Alegre,PA,8.93,-79.7,80.6,83,40,10.29,drizzle
529,Kupang,ID,-10.17,123.58,77.0,94,90,4.7,moderate rain
530,Alpharetta,US,34.08,-84.29,51.01,79,89,4.56,overcast clouds
531,Moundsville,US,39.92,-80.74,34.0,68,90,5.82,overcast clouds
532,Laguna,US,38.42,-121.42,64.0,36,1,10.29,clear sky
533,Kruisfontein,ZA,-34.0,24.73,66.0,94,100,5.01,light rain
534,Qaqortoq,GL,60.72,-46.03,28.4,68,58,4.7,broken clouds
535,Kloulklubed,PW,7.04,134.26,78.8,94,75,4.7,shower rain
536,Mori,JP,34.83,137.93,53.01,52,20,12.75,few clouds
537,Saint-Georges,GD,12.06,-61.75,78.8,88,20,9.17,few clouds
538,Campo Verde,BR,-20.42,-54.07,75.2,83,75,4.7,broken clouds
539,Kavaratti,IN,10.57,72.64,82.45,76,89,13.11,light rain
540,Horsham,GB,51.06,-0.33,35.6,100,90,4.7,fog
541,Lakes Entrance,AU,-37.88,147.98,64.99,59,45,3.0,scattered clouds
542,Ostersund,SE,63.18,14.64,33.01,95,100,4.7,overcast clouds
543,Rocha,UY,-34.48,-54.33,55.4,77,23,5.68,few clouds
544,Sturgeon Bay,US,44.83,-87.38,33.8,90,90,5.82,overcast clouds
545,Inuvik,CA,68.35,-133.72,-0.4,77,39,1.12,scattered clouds
546,Qinhuangdao,CN,39.93,119.59,24.01,82,25,6.22,scattered clouds
547,Sembe,CG,1.65,14.58,72.7,80,91,3.02,overcast clouds
548,Challans,FR,46.84,-1.87,39.2,93,0,3.36,clear sky
549,Mareeba,AU,-17.0,145.43,87.01,58,84,3.36,broken clouds
550,Pombas,CV,17.15,-25.02,71.31,77,33,17.47,scattered clouds
551,Ingham,US,42.6,-84.38,28.0,73,90,3.4,overcast clouds
552,Hirara,JP,24.8,125.28,71.6,94,75,12.75,light intensity shower rain
553,Ugoofaaru,MV,5.67,73.0,81.66,81,39,13.94,scattered clouds
554,Wisconsin Rapids,US,44.38,-89.82,33.8,59,1,6.93,clear sky
555,Alghero,IT,40.56,8.32,48.2,93,75,5.82,moderate rain
556,Oyama,JP,36.3,139.8,52.0,93,20,2.24,fog
557,Portalegre,PT,39.29,-7.43,51.01,93,94,4.0,overcast clouds
558,Sabzevar,IR,36.21,57.68,39.34,76,99,8.37,overcast clouds
559,Sangar,RU,63.92,127.47,-9.24,89,100,13.09,overcast clouds
560,Kamenka,RU,51.32,42.77,13.68,94,0,7.47,clear sky
561,High Level,CA,58.52,-117.14,32.0,91,75,4.7,smoke
562,Porto Santo,PT,33.07,-16.34,59.0,82,40,9.17,scattered clouds
563,Saldanha,ZA,-33.01,17.94,59.0,87,0,10.29,clear sky
564,Francisco Sa,BR,-16.48,-43.49,71.98,86,69,4.36,light rain
565,Amatenango Del Valle,MX,16.52,-92.45,77.0,61,75,21.92,light rain
566,Someshwar,IN,13.5,75.07,72.45,80,35,4.29,scattered clouds
567,Weifang,CN,36.71,119.1,35.44,79,100,9.4,overcast clouds
568,West Bay,KY,19.37,-81.42,84.2,74,20,3.36,few clouds
569,Redmond,US,47.67,-122.12,54.0,82,54,4.85,broken clouds
570,Cairns,AU,-16.92,145.77,87.01,58,69,3.36,broken clouds
571,Murray Bridge,AU,-35.12,139.27,59.0,67,51,14.0,broken clouds
572,Imeni Poliny Osipenko,RU,52.42,136.49,0.14,91,14,5.12,few clouds
573,Carnduff,CA,49.17,-101.8,35.01,74,4,5.97,clear sky
574,Acajutla,SV,13.59,-89.83,84.2,51,0,4.72,clear sky
575,Ankang,CN,32.68,109.02,40.39,70,90,3.53,overcast clouds
576,Caravelas,BR,-17.71,-39.25,75.78,80,40,7.74,scattered clouds
577,Lyuban,BY,52.8,28.0,25.03,91,0,16.22,clear sky
578,Aracati,BR,-4.56,-37.77,80.55,74,100,14.99,overcast clouds
579,Gavle,SE,60.67,17.14,42.01,97,100,4.0,overcast clouds
580,Naryan-Mar,RU,67.67,53.09,29.37,95,69,17.34,broken clouds
581,Banyo,CM,6.75,11.82,68.61,36,96,3.06,overcast clouds
582,Spirit River,CA,55.78,-118.84,43.0,66,64,2.24,broken clouds
583,Talaya,RU,61.38,152.75,-8.88,88,100,0.65,overcast clouds
584,Gaya,IN,24.78,85.0,53.6,93,0,5.82,mist
585,Svetlaya,RU,46.54,138.33,18.41,87,18,8.72,few clouds
586,Tessalit,ML,20.2,1.01,65.1,37,29,6.42,scattered clouds
587,Port Moresby,PG,-9.44,147.18,82.4,78,20,5.82,few clouds
588,Markova,UA,48.68,24.41,31.39,96,92,10.83,overcast clouds
589,Buenos Aires,AR,-34.61,-58.38,70.0,52,0,14.99,clear sky
590,Deputatskiy,RU,69.3,139.9,-29.04,84,35,1.07,scattered clouds
591,Buala,SB,-8.14,159.59,83.59,75,59,6.02,light rain
592,Catuday,PH,16.29,119.81,79.25,85,88,9.71,overcast clouds
593,Camopi,GF,3.17,-52.32,78.19,73,36,5.3,scattered clouds
594,Arganil,PT,40.22,-8.05,51.01,94,96,5.01,overcast clouds
595,Bandarbeyla,SO,9.49,50.81,74.84,79,0,8.23,clear sky
596,Sola,VU,-13.88,167.55,84.2,83,40,6.91,scattered clouds
597,Basco,PH,20.45,121.97,77.63,88,85,24.52,overcast clouds
598,Presidente Venceslau,BR,-21.88,-51.84,80.6,65,75,4.7,broken clouds
599,Takoradi,GH,4.88,-1.76,79.14,83,1,8.25,clear sky
600,Ilhabela,BR,-23.78,-45.36,72.45,89,100,15.79,light rain
601,Vizianagaram,IN,18.12,83.42,71.6,94,40,2.24,mist
602,Sterling,US,39.01,-77.43,39.2,55,20,9.17,few clouds
603,Ornskoldsvik,SE,63.29,18.72,41.0,100,100,11.41,light intensity drizzle
604,Shemonaikha,KZ,50.63,81.91,1.96,84,0,2.01,clear sky
605,Mbala,ZM,-8.84,31.37,60.84,83,2,1.52,clear sky
606,Hami,CN,42.8,93.45,19.04,82,0,3.87,clear sky
607,Keuruu,FI,62.27,24.7,35.6,93,90,10.29,overcast clouds
608,Tikrit,IQ,34.61,43.68,53.47,44,0,9.01,clear sky
609,Kharp,RU,66.8,65.81,29.55,94,60,18.57,broken clouds
610,Idritsa,RU,56.33,28.9,24.66,89,0,11.72,clear sky
611,Arkhara,RU,49.42,130.08,1.98,94,88,2.91,overcast clouds
612,Palimbang,PH,6.21,124.19,80.85,72,62,2.26,broken clouds
613,Tual,ID,-5.67,132.75,83.88,76,100,8.48,moderate rain
614,Amahai,ID,-3.33,128.92,87.01,83,85,1.99,overcast clouds
615,Adrar,MR,20.5,-10.07,59.54,47,100,7.34,overcast clouds
616,Victor Harbor,AU,-35.57,138.62,59.0,73,70,1.99,broken clouds
617,Gusau,NG,12.16,6.66,77.83,22,74,7.67,broken clouds
618,Vrangel,RU,42.73,133.08,27.64,86,0,15.12,clear sky
619,Adet,ET,11.26,37.49,58.95,66,41,3.53,scattered clouds
620,Misratah,LY,32.38,15.09,57.09,41,0,19.8,clear sky
621,Necochea,AR,-38.55,-58.74,69.06,47,2,9.46,clear sky
622,Christiana,ZA,-27.91,25.16,72.93,42,40,8.72,scattered clouds
623,Shizunai,JP,42.33,142.37,37.98,94,100,6.71,moderate rain
624,Tibati,CM,6.47,12.63,71.29,30,100,2.95,overcast clouds
625,Anadyr,RU,64.75,177.48,24.8,73,75,8.95,broken clouds
626,Okhotsk,RU,59.38,143.3,-12.32,83,0,15.46,clear sky
627,Parauna,BR,-16.95,-50.45,71.71,83,91,5.61,overcast clouds
628,Mandeville,JM,18.04,-77.51,80.6,78,20,11.41,few clouds
629,Luwuk,ID,-0.95,122.79,81.52,73,100,0.56,overcast clouds
630,Tromso,NO,69.65,18.96,28.4,86,75,12.75,broken clouds
631,Aromashevo,RU,56.86,68.64,8.6,93,75,10.85,broken clouds
632,Ullapool,GB,57.9,-5.16,32.0,23,68,1.01,broken clouds
633,Sambava,MG,-14.27,50.17,74.91,86,14,7.96,few clouds
634,Batticaloa,LK,7.71,81.69,76.91,88,50,4.43,heavy intensity rain
635,Bonfim,BR,3.08,-59.95,83.89,62,98,6.33,overcast clouds
636,Nazca,PE,-14.83,-74.95,72.86,54,99,5.48,overcast clouds
637,Guadalupe Y Calvo,MX,26.1,-106.97,53.91,38,0,2.66,clear sky
638,Rock Springs,US,41.59,-109.2,44.6,24,1,8.05,clear sky
639,Altay,CN,47.87,88.12,10.56,63,0,3.83,clear sky
640,Hanzhong,CN,33.07,107.03,37.02,77,87,1.68,overcast clouds
641,Aksarka,RU,66.56,67.8,27.16,95,26,16.73,scattered clouds
642,Inhambane,MZ,-23.86,35.38,72.93,84,79,8.99,broken clouds
643,Orlik,RU,52.52,99.83,-8.34,78,47,3.09,scattered clouds
644,Olinda,BR,-8.01,-34.86,78.8,69,40,9.17,scattered clouds
645,Ulladulla,AU,-35.35,150.47,73.0,30,0,20.8,clear sky
646,Ajdabiya,LY,30.76,20.23,64.76,75,16,18.23,few clouds
647,Sembabule,UG,-0.08,31.46,61.99,92,0,3.33,clear sky
648,Putai,FR,46.66,1.99,39.2,100,90,6.93,overcast clouds
649,Shupiyan,IN,33.72,74.83,37.38,72,72,2.57,broken clouds
650,Evans,US,33.53,-82.13,57.2,50,1,3.36,clear sky
651,Talara,PE,-4.58,-81.27,68.97,83,90,14.81,overcast clouds
652,Windhoek,NA,-22.56,17.08,59.94,36,0,1.25,clear sky
653,Bemidji,US,47.47,-94.88,35.6,74,1,4.7,clear sky
654,La Cruz,MX,23.92,-106.9,78.01,47,0,5.01,clear sky
655,Barranca De Upia,CO,4.57,-72.97,75.54,89,63,4.72,broken clouds
656,Kedrovyy,RU,56.17,91.82,15.8,72,75,11.18,light snow
657,Taoudenni,ML,22.68,-3.98,59.31,39,0,4.68,clear sky
658,Noumea,NC,-22.28,166.46,87.8,48,75,5.82,broken clouds
659,Montorio Al Vomano,IT,42.58,13.64,48.99,42,54,9.06,broken clouds
660,Diffa,NE,13.32,12.61,76.62,20,31,7.72,scattered clouds
661,Katy,US,29.79,-95.82,62.6,45,0,9.17,clear sky
662,Colares,PT,38.8,-9.45,57.0,100,34,15.99,scattered clouds
663,Kismayo,SO,-0.36,42.55,80.29,82,0,10.02,clear sky
664,Nome,US,64.5,-165.41,12.0,55,1,8.05,clear sky
665,Boende,CD,-0.22,20.87,71.33,95,22,2.86,light rain
666,Kushima,JP,31.46,131.23,51.8,87,75,6.93,broken clouds
667,Monrovia,LR,6.3,-10.8,77.0,94,40,7.29,scattered clouds
668,Governador Valadares,BR,-18.85,-41.95,75.15,84,100,4.92,overcast clouds
669,Comodoro Rivadavia,AR,-45.87,-67.5,71.6,64,0,3.36,clear sky
670,Suixi,CN,33.89,116.77,39.27,87,93,2.91,overcast clouds
671,Jiayuguan,CN,39.82,98.3,11.3,87,23,3.06,few clouds
672,Carutapera,BR,-1.2,-46.02,79.81,79,97,8.55,overcast clouds
673,Onda,ES,39.97,-0.25,48.0,65,0,4.7,clear sky
674,Poronaysk,RU,49.22,143.12,17.4,89,100,2.84,overcast clouds
675,Rochegda,RU,62.8,43.25,33.42,93,100,6.49,overcast clouds
676,Bambanglipuro,ID,-7.95,110.28,78.64,82,100,2.28,light rain
677,Shenjiamen,CN,29.96,122.3,57.15,77,98,14.52,overcast clouds
678,Pangoa,PE,-12.12,-73.0,70.95,95,95,1.68,light rain
